customer_id,age,gender,subscription_length,membership_type,num_logins,num_complaints,num_classes_attended,avg_session_time,renewed_membership
258804,19,Female,54,1,46,3,4,48.0,0
340089,68,Male,6,12,7,2,13,94.9,0
320552,67,Female,26,6,8,2,17,70.1,0
982550,52,Female,39,3,2,1,2,119.9,1
589508,40,Male,12,6,20,2,1,85.0,0
426542,34,Male,35,3,30,1,15,39.4,1
654299,43,Male,14,6,47,4,13,67.8,0
383233,25,Female,22,12,46,2,15,36.0,1
858870,46,Female,51,6,23,2,10,55.7,1
521206,43,Male,23,1,3,2,16,60.9,1
655528,27,Male,48,12,19,1,2,106.8,0
630660,43,Female,7,6,15,1,4,105.4,0
559980,51,Male,40,1,9,0,2,31.0,1
713863,68,Male,50,1,42,1,14,77.9,0
515097,58,Male,25,6,25,1,4,50.1,0
632496,24,Female,13,12,28,3,2,58.8,0
256150,21,Female,21,6,4,2,5,31.9,0
640599,67,Female,41,12,10,1,13,97.5,0
595574,62,Female,10,12,28,2,1,115.6,0
287167,28,Female,53,6,44,2,17,49.7,1
842842,46,Female,55,1,14,3,5,60.8,1
789949,53,Male,59,12,5,2,4,48.6,1
525055,42,Female,9,3,47,1,13,113.7,1
871056,38,Female,15,3,14,2,16,30.8,0
140900,53,Male,52,1,42,0,10,82.5,1
825408,27,Female,2,1,19,0,0,108.4,1
777300,54,Female,25,6,33,3,9,46.8,1
226883,26,Male,13,12,1,1,8,83.1,1
843851,41,Male,34,6,43,3,19,34.6,0
478994,52,Male,51,3,15,0,11,103.3,1
948760,66,Female,58,3,18,1,0,54.7,1
356864,52,Male,34,12,33,2,17,119.0,1
964297,65,Female,35,12,48,1,11,113.0,1
613391,53,Female,38,3,13,4,1,95.9,1
982640,35,Female,3,6,23,1,0,74.7,0
568577,66,Female,42,12,27,2,0,99.0,1
397709,56,Male,56,6,47,4,0,41.8,1
589665,49,Male,59,12,31,3,11,57.9,1
336965,41,Female,6,1,36,1,6,32.4,0
191243,40,Male,55,6,9,3,3,88.1,0
631455,49,Female,48,3,48,1,19,102.5,1
802141,54,Female,49,1,44,0,3,115.2,1
945720,29,Female,19,6,47,0,14,91.8,1
519685,66,Male,3,12,8,2,0,95.9,0
477476,30,Female,18,3,23,0,5,110.6,1
772420,40,Female,39,12,35,4,13,114.3,0
227230,42,Male,9,6,28,4,13,74.2,0
396990,52,Male,52,1,28,1,9,39.9,0
525504,58,Male,12,6,47,3,6,72.0,0
147580,47,Male,5,3,22,4,11,80.0,1
723551,34,Female,3,1,26,1,18,86.8,1
982758,66,Male,11,3,30,3,8,119.0,1
205885,37,Female,57,12,42,0,2,112.6,1
349830,65,Male,30,1,6,1,3,65.7,0
437389,42,Male,4,6,48,3,12,40.2,0
639996,39,Male,5,12,44,2,9,49.3,0
974966,30,Male,1,12,3,2,13,45.6,0
898285,36,Male,27,6,13,4,5,62.0,1
968873,66,Male,28,12,41,3,7,108.9,1
127963,53,Female,29,3,41,2,18,69.4,0
822465,29,Male,18,6,9,4,9,81.1,1
553145,58,Male,12,12,43,1,4,46.1,0
980877,36,Male,13,1,33,1,4,74.4,0
969825,29,Male,41,6,25,3,4,108.6,1
804414,26,Female,2,6,22,3,8,99.6,0
400496,24,Male,37,12,8,3,8,37.3,1
748554,45,Male,45,6,36,3,14,107.6,1
236666,31,Male,16,6,7,2,8,54.6,1
886623,48,Male,48,6,13,2,13,89.9,0
230180,69,Female,24,6,6,4,5,43.2,1
827700,36,Male,35,6,6,2,19,90.7,1
507689,64,Female,22,6,8,1,7,33.2,1
435834,33,Male,36,3,2,4,1,84.1,1
472032,22,Female,11,12,13,2,4,88.1,0
283234,52,Female,55,3,16,3,16,52.0,0
584445,29,Male,58,12,49,2,9,114.3,1
619653,42,Male,46,6,43,0,13,34.1,1
474156,69,Female,29,12,21,4,17,110.3,1
657187,38,Female,35,3,45,2,0,64.4,0
172114,53,Male,48,12,25,2,1,94.3,0
794853,40,Female,54,6,27,1,3,88.6,0
938634,33,Female,15,6,44,3,12,45.1,1
958896,56,Female,60,6,13,3,15,58.7,1
873614,62,Male,31,3,8,1,4,77.7,1
438744,59,Female,42,1,25,1,9,106.2,0
759107,56,Female,41,6,1,0,16,115.9,0
822594,31,Female,43,6,10,4,10,31.9,1
795758,48,Male,16,12,16,3,4,61.7,1
333866,22,Male,10,1,33,1,14,90.1,1
547442,52,Female,49,12,18,1,3,77.5,1
350448,40,Male,32,3,38,4,6,114.9,1
901841,46,Female,51,1,17,1,9,31.5,0
621572,60,Male,2,6,12,0,3,69.4,0
755930,28,Male,24,1,4,4,19,90.2,0
332954,35,Female,23,6,49,0,4,49.6,1
854270,64,Male,2,3,22,2,4,95.3,0
332572,29,Male,38,12,23,3,10,37.3,1
975507,26,Male,31,3,28,1,18,70.6,1
283831,27,Female,51,3,47,4,4,90.9,1
502454,61,Male,40,6,46,0,7,54.0,1
499722,34,Male,26,12,7,3,6,36.6,0
403396,55,Female,29,3,25,3,7,116.1,1
550026,24,Male,3,1,14,1,12,112.2,0
800968,63,Male,58,3,0,3,4,113.4,0
545272,30,Male,14,6,27,1,17,118.1,1
873125,57,Male,25,1,48,2,8,46.6,1
842779,59,Male,48,1,46,1,1,44.2,0
443692,26,Female,1,12,45,0,15,33.1,1
906263,67,Female,53,1,13,3,13,110.3,1
127487,44,Male,3,1,41,3,16,97.7,1
702962,19,Male,54,6,33,3,5,87.0,0
984713,22,Male,26,12,30,1,2,113.5,1
215099,46,Female,18,3,5,4,16,81.8,0
207920,54,Female,9,1,48,1,12,41.7,0
708184,55,Male,38,3,4,0,5,45.9,0
105916,36,Male,23,3,30,1,7,41.9,1
381694,25,Female,21,3,36,3,5,57.7,1
653812,65,Male,57,12,14,2,15,64.2,0
641612,62,Female,1,3,14,0,5,101.7,0
115319,18,Female,21,6,42,2,16,47.2,1
839714,39,Male,27,12,4,0,2,95.3,0
945905,69,Female,42,12,27,0,11,74.2,1
352787,34,Male,59,12,32,3,5,120.0,0
795391,24,Male,6,12,10,1,6,99.9,0
775311,42,Male,55,1,42,3,10,117.2,1
114296,62,Male,44,1,5,3,8,60.8,1
351753,21,Male,36,3,22,3,15,41.1,0
165508,53,Male,28,1,39,2,4,75.5,0
546303,23,Female,45,12,1,0,14,41.2,1
140886,48,Female,17,3,14,4,3,74.3,1
510563,36,Female,59,6,22,1,4,54.3,0
910553,61,Female,40,1,21,3,6,74.2,0
394095,56,Male,58,12,8,0,2,115.5,1
651180,44,Female,52,3,46,1,3,56.0,1
310389,27,Female,3,1,39,4,14,119.4,0
741157,43,Female,12,12,29,4,1,50.6,0
554091,36,Male,39,3,15,3,4,48.7,1
450115,56,Female,12,1,45,4,6,79.0,0
203826,20,Male,2,6,46,4,16,105.8,1
950295,62,Female,56,1,29,1,7,97.5,1
847850,30,Male,46,12,44,1,8,95.1,0
238954,67,Male,22,12,8,3,9,55.4,0
572993,45,Female,23,6,0,0,10,32.0,1
816607,37,Male,30,6,37,3,0,44.6,1
972379,45,Male,5,3,7,2,14,61.5,0
106359,25,Female,9,3,17,4,7,117.5,0
262222,58,Female,21,12,26,0,18,112.8,1
156987,56,Female,11,1,17,1,11,48.1,0
715525,18,Male,5,6,31,2,5,95.3,0
593759,20,Male,35,3,48,2,9,82.1,1
300725,30,Male,27,12,31,4,4,34.5,0
103381,45,Female,49,12,47,1,6,63.5,1
212813,66,Male,2,12,44,0,6,73.7,1
898922,42,Male,24,6,35,1,8,90.1,1
308110,50,Male,31,6,35,4,14,56.5,1
857251,55,Male,33,6,20,2,5,114.0,1
724351,23,Male,39,1,45,4,15,70.7,1
414818,61,Male,30,6,31,3,6,52.4,1
496916,62,Male,46,12,30,2,14,58.5,1
350272,49,Female,37,6,36,4,1,97.7,0
196135,62,Female,51,1,15,0,7,87.6,1
802254,64,Female,28,1,45,0,11,96.8,1
862419,38,Male,60,12,45,0,10,56.3,1
727593,33,Male,31,3,13,3,5,59.4,1
905402,38,Female,11,6,23,1,19,65.7,1
738708,28,Male,23,6,24,0,12,47.0,1
541660,54,Female,57,1,45,3,15,92.2,1
409185,53,Male,2,1,34,0,7,59.6,0
252612,52,Male,40,3,16,3,16,59.4,0
726525,36,Female,41,1,45,0,12,54.2,1
253336,37,Female,27,1,41,1,3,70.8,0
139975,35,Female,35,1,44,4,19,99.5,1
582531,64,Female,2,1,3,0,9,105.2,0
145636,58,Female,39,3,10,4,19,102.4,0
367674,66,Male,37,6,46,0,15,85.9,1
309622,31,Male,21,6,14,1,16,55.2,1
939014,32,Male,58,6,29,4,7,96.1,1
220823,48,Female,5,6,23,3,10,33.5,0
707976,18,Female,52,6,1,0,4,101.8,0
149123,20,Female,45,12,42,0,15,100.2,1
741171,33,Female,21,12,33,3,7,90.3,1
472871,40,Female,29,1,22,1,15,38.8,1
898379,28,Female,20,12,30,2,3,119.8,1
266840,29,Male,38,6,36,0,5,98.1,0
364735,27,Male,20,1,12,3,7,96.1,1
566379,49,Male,50,6,32,2,8,35.8,0
983438,33,Male,25,6,6,0,12,65.9,1
656799,25,Male,2,1,31,4,16,37.8,1
655493,55,Female,57,6,6,3,8,62.5,1
467876,29,Female,32,12,41,4,12,81.3,1
696933,41,Female,26,1,37,1,8,109.1,1
999568,45,Female,6,3,43,2,5,55.5,0
149535,25,Female,41,3,12,3,9,86.1,1
534804,45,Female,57,3,23,0,4,44.8,1
113639,53,Male,3,6,27,0,6,61.9,0
209230,43,Female,33,6,31,2,10,115.3,1
799204,25,Female,1,6,42,4,8,97.3,1
860795,67,Female,51,6,17,4,9,79.1,1
837961,45,Female,5,1,33,3,10,52.7,1
995565,45,Male,13,3,47,3,2,64.2,1
299609,54,Male,19,12,33,4,7,44.1,1
107345,58,Female,12,1,37,3,16,61.8,0
404506,53,Male,48,3,0,4,6,43.6,0
370060,44,Male,25,3,42,2,11,101.6,0
319214,34,Female,57,1,49,3,15,37.3,1
492682,26,Female,51,1,41,4,14,47.0,1
682165,50,Female,35,1,30,3,12,92.2,1
335950,37,Female,12,12,49,0,17,111.2,0
451611,30,Female,30,3,0,0,17,116.8,1
653934,45,Male,5,12,15,1,4,105.2,0
568679,65,Female,34,12,38,4,13,49.0,1
689882,46,Female,22,12,14,1,10,55.7,1
851633,30,Female,39,12,32,4,2,108.4,0
643137,63,Male,13,12,22,3,16,110.0,1
583984,52,Female,57,1,40,4,11,87.7,1
232503,23,Female,47,12,33,0,2,58.2,1
887568,35,Female,54,6,16,3,1,50.2,0
607006,68,Male,3,1,24,0,3,106.7,0
210447,22,Female,60,3,41,3,17,48.5,1
548551,64,Female,53,3,5,4,19,89.6,1
976237,42,Female,20,1,30,4,13,117.1,1
948473,19,Male,31,12,4,0,7,93.5,1
836579,27,Female,5,1,39,2,1,53.2,0
571317,47,Female,24,3,39,4,18,55.4,1
384954,67,Female,40,3,29,2,9,38.4,1
103520,62,Male,54,1,4,3,4,91.8,0
788037,22,Female,33,6,11,2,10,76.7,1
130852,50,Female,8,6,6,0,8,48.6,1
596293,18,Female,24,6,44,1,15,50.5,1
520346,35,Male,50,3,12,1,4,30.8,0
285442,49,Male,20,6,48,0,14,118.1,1
126823,64,Female,60,6,3,1,13,104.5,0
491162,66,Male,16,1,49,0,8,65.5,1
507207,28,Male,50,12,41,4,19,115.1,0
719774,38,Male,52,12,2,2,4,90.9,0
546771,43,Female,12,1,11,1,14,97.6,0
749235,42,Female,13,12,0,4,8,91.2,1
799390,39,Male,45,6,26,1,3,98.1,0
131480,44,Male,42,3,42,3,3,45.4,0
870788,66,Male,39,6,49,0,19,80.6,1
998783,30,Female,25,1,12,0,6,106.4,1
626169,50,Female,46,12,16,4,14,31.8,1
533279,51,Male,32,1,7,3,16,41.1,0
330516,58,Male,24,1,31,2,17,52.1,0
781569,52,Male,48,6,19,3,6,56.5,1
173509,18,Male,47,12,16,3,18,46.4,1
732386,38,Female,44,3,33,2,9,86.2,1
257905,65,Male,9,6,34,2,12,56.5,1
348069,23,Female,40,1,34,3,1,44.2,0
293364,45,Male,50,1,37,1,19,111.5,0
237345,34,Male,23,12,41,1,10,92.6,1
778383,22,Male,50,1,23,3,4,52.1,0
397873,48,Male,13,1,17,1,5,62.5,0
408313,22,Male,60,6,49,2,2,96.7,1
533521,55,Female,59,12,45,2,0,101.2,0
302219,20,Male,32,6,47,1,2,45.9,1
142696,40,Male,50,3,38,2,2,114.3,1
978152,54,Male,15,1,32,0,3,100.7,1
574354,54,Female,36,6,48,2,6,107.1,0
320591,27,Female,49,6,22,3,14,42.9,1
411068,27,Female,5,12,24,4,10,42.9,0
806648,36,Female,22,1,36,1,17,57.5,0
954129,34,Male,16,6,26,1,11,35.8,1
821530,38,Male,41,1,0,2,3,38.2,1
288581,31,Male,10,3,20,2,10,42.9,0
515868,26,Female,24,1,48,4,5,94.1,1
913620,63,Male,18,1,9,4,18,32.7,1
686729,18,Male,49,6,30,3,17,37.5,1
995755,68,Female,18,12,43,0,14,115.0,1
750170,62,Female,7,12,24,3,2,37.5,1
969240,30,Female,4,12,19,1,16,78.4,0
817760,21,Male,26,3,1,2,0,87.8,0
580281,18,Male,5,3,47,3,1,116.3,1
717359,66,Female,60,6,14,2,18,111.0,0
877966,57,Male,55,12,27,2,8,69.7,1
746943,49,Female,16,3,12,3,7,114.8,1
494797,51,Female,35,12,49,3,11,68.9,0
872732,45,Male,26,12,13,4,14,90.3,1
364817,48,Female,18,3,49,0,6,53.4,1
152697,25,Female,29,12,1,4,15,87.3,1
460620,56,Female,23,1,33,0,6,78.4,1
237182,43,Male,53,6,34,3,19,84.6,1
939559,51,Female,14,3,36,0,11,91.4,1
328225,20,Female,15,3,24,1,16,45.6,1
659526,67,Female,49,12,47,4,10,57.1,1
117386,29,Female,33,3,14,4,3,96.3,0
709623,18,Female,25,1,11,4,18,44.7,1
380768,61,Female,21,12,8,2,1,61.0,0
611238,22,Female,17,1,30,2,1,90.0,1
546125,47,Male,23,6,13,3,16,114.4,1
805638,47,Male,57,6,28,3,8,36.8,1
992286,34,Female,43,1,47,2,0,76.5,1
718420,65,Male,17,12,42,4,9,37.4,1
445764,64,Male,58,6,37,2,14,64.1,1
377648,40,Female,14,12,41,0,14,45.8,1
641718,32,Male,29,12,7,4,1,88.4,0
117642,54,Female,20,6,47,2,13,98.2,1
313305,38,Female,30,6,2,3,3,52.3,0
333750,31,Female,19,1,1,2,17,94.2,0
401392,19,Female,53,12,15,1,8,70.2,1
276264,28,Female,39,1,18,2,1,55.5,0
646846,68,Male,56,3,29,4,1,77.1,0
509614,56,Female,13,3,40,2,17,64.2,1
885595,55,Male,18,3,15,3,16,50.7,1
123951,51,Female,23,3,30,0,8,98.1,1
362674,55,Female,46,6,27,1,7,101.8,1
215811,67,Female,33,6,3,4,1,102.0,1
885471,51,Male,39,1,9,3,1,64.4,0
498173,35,Female,40,6,44,1,4,45.3,1
366546,47,Female,18,6,17,2,11,105.6,1
904910,32,Female,9,6,46,1,15,59.6,1
606446,44,Female,33,3,31,0,13,97.3,1
527783,68,Male,32,1,29,1,19,103.6,1
208149,51,Female,54,12,35,1,1,99.1,1
965361,69,Male,17,12,8,2,7,65.1,1
433464,55,Female,19,12,35,2,3,114.4,0
105226,50,Male,27,3,28,4,19,89.4,1
283720,41,Male,6,6,15,2,8,81.8,0
706620,32,Female,35,6,27,1,19,92.8,1
631160,47,Female,56,12,20,0,18,34.0,1
935513,59,Male,37,12,46,2,1,65.1,0
801569,68,Female,34,1,1,4,15,109.3,0
210842,34,Female,20,3,45,4,10,44.5,1
935182,22,Female,25,6,34,1,7,67.3,1
233622,46,Male,4,12,27,2,11,66.5,0
418350,21,Female,10,12,35,2,2,62.0,1
283439,27,Female,10,1,30,4,12,80.6,1
209042,34,Female,24,6,32,2,1,119.7,1
846030,27,Male,21,6,22,1,12,53.0,1
990633,34,Female,11,1,40,0,7,93.4,1
265431,37,Male,27,1,16,1,14,98.2,0
935006,41,Female,16,6,45,2,8,82.6,0
101381,22,Male,26,1,48,1,10,38.8,0
483892,51,Female,30,12,0,3,2,81.5,1
946666,23,Female,49,6,41,3,6,115.8,1
105708,19,Male,16,3,22,2,13,60.8,1
292467,30,Male,7,6,47,2,14,87.6,0
897273,60,Male,16,1,26,0,8,116.3,1
681966,60,Female,35,3,24,1,19,101.8,1
960172,65,Female,58,12,31,0,10,91.9,1
192521,28,Female,16,12,18,2,6,117.4,0
989422,68,Female,40,12,23,2,11,45.4,1
123655,64,Male,12,1,2,4,18,99.5,0
952093,40,Female,35,6,11,0,17,66.6,1
220305,33,Female,49,1,34,2,12,62.4,1
528360,48,Female,21,6,14,3,10,76.9,1
571269,28,Female,50,1,16,4,0,33.0,1
850967,33,Female,43,12,49,1,5,58.1,0
127513,25,Female,36,1,31,4,1,45.0,0
409267,21,Female,48,6,6,1,12,42.5,0
703941,57,Male,17,12,18,3,12,60.4,0
625774,21,Female,32,12,6,1,18,102.2,0
587092,42,Female,41,3,4,0,8,48.1,0
365488,20,Female,6,6,39,1,18,77.8,0
944115,49,Female,24,3,20,1,0,97.4,0
183672,20,Male,27,3,47,4,7,51.7,1
954439,44,Male,20,3,47,3,13,113.2,0
259877,46,Male,25,12,46,1,15,108.0,1
186038,49,Male,2,3,6,0,3,52.6,0
506996,67,Male,9,6,36,4,17,119.1,1
286049,68,Male,28,6,22,3,13,90.2,0
975160,36,Female,53,3,10,3,8,55.7,0
227684,38,Male,38,3,9,2,14,91.3,1
152253,22,Male,3,3,20,0,2,90.0,1
949877,35,Female,20,3,40,4,3,84.6,1
461992,45,Male,6,3,32,4,17,94.1,1
414279,59,Female,39,3,19,0,13,54.1,1
896805,39,Female,33,1,32,3,14,118.1,1
912123,38,Male,55,12,39,1,7,107.2,1
364555,23,Female,1,12,34,0,9,97.1,1
213139,18,Male,37,12,33,4,11,32.4,0
157088,22,Male,6,3,35,0,8,83.1,0
633315,58,Female,45,1,26,3,7,93.6,0
949030,29,Female,34,12,18,2,16,106.9,0
638891,43,Male,47,6,42,2,8,115.2,1
809697,63,Female,15,12,4,1,12,112.4,1
518545,51,Female,45,12,28,1,13,66.5,1
460391,66,Male,26,12,9,3,4,110.7,0
706793,31,Male,57,12,39,1,8,30.1,1
406122,43,Female,14,6,12,2,15,61.6,1
619564,62,Male,58,3,28,3,18,40.2,0
214854,44,Male,54,6,4,3,6,109.5,0
500870,26,Male,7,6,11,3,11,113.5,1
296551,43,Male,46,3,12,0,1,53.0,1
292708,64,Male,58,6,21,1,17,63.1,0
119694,39,Male,31,6,39,4,17,118.5,0
833187,64,Male,24,12,14,2,15,80.9,1
393076,47,Female,59,12,12,1,10,74.7,1
787194,60,Male,31,3,0,2,1,75.0,1
658013,65,Female,29,12,37,1,13,92.7,1
229387,34,Female,42,3,42,4,3,115.9,1
112914,43,Female,32,3,44,2,6,63.0,1
914499,53,Male,17,1,0,4,1,45.5,0
426130,18,Male,14,3,10,2,13,46.7,0
474908,25,Female,40,6,42,0,6,31.8,1
793253,66,Male,36,3,39,0,8,80.0,1
153581,52,Female,58,1,21,2,7,113.6,1
796001,69,Male,48,6,34,2,8,94.2,0
508430,32,Male,24,1,43,4,6,119.4,1
396097,64,Female,45,12,5,3,18,111.9,1
661599,39,Female,54,6,27,2,16,74.3,1
333779,31,Female,27,3,30,1,12,73.8,1
219487,43,Male,25,1,7,1,10,86.6,1
261534,45,Female,59,3,4,1,17,40.0,1
103358,40,Male,32,12,41,0,16,84.7,1
500147,31,Male,52,6,47,4,15,71.8,1
800436,41,Male,18,3,43,0,9,87.8,1
788747,19,Female,46,12,16,1,3,80.9,0
801951,62,Female,18,3,37,2,3,57.9,1
184733,43,Female,37,6,8,1,10,84.7,1
934069,31,Male,26,12,9,2,7,62.9,0
880277,68,Male,9,12,19,4,8,47.5,1
456803,24,Female,60,1,13,3,15,90.8,1
377467,20,Male,35,6,13,2,9,57.6,1
145586,64,Male,8,12,25,0,8,110.0,1
681988,40,Female,20,6,28,1,2,47.9,0
838321,63,Female,54,3,48,1,1,84.0,0
847915,60,Female,42,6,26,1,8,81.4,1
741691,64,Male,22,1,24,2,12,47.8,0
656348,62,Male,19,6,15,4,5,69.6,1
224184,35,Male,30,6,35,2,3,90.8,0
768149,55,Male,53,3,33,0,13,58.7,1
911609,52,Male,28,1,15,1,10,40.2,0
802089,68,Female,35,3,32,2,1,85.4,1
307948,32,Male,43,12,2,1,2,50.2,0
221808,42,Male,11,3,22,0,4,91.3,0
322454,54,Male,31,1,10,3,6,105.6,1
211752,45,Female,49,1,47,3,10,41.1,1
570826,27,Female,48,6,17,3,11,69.4,1
763579,56,Female,39,1,46,1,10,70.0,0
374170,34,Male,36,3,40,2,18,86.9,0
493097,56,Female,30,1,43,1,12,60.1,0
809979,39,Female,23,12,28,4,3,67.7,0
721985,43,Female,19,1,49,2,13,31.1,1
222321,61,Male,12,1,4,0,11,41.0,0
803472,42,Female,15,3,23,3,1,81.3,1
497586,34,Male,31,6,28,2,7,49.4,1
936835,30,Male,43,6,28,2,18,43.0,0
684238,37,Female,37,3,25,3,12,59.2,0
260879,42,Male,37,6,39,0,0,44.7,0
780272,21,Female,15,12,2,1,4,35.4,0
576697,27,Male,29,12,1,1,10,55.5,0
743260,20,Female,50,6,24,2,10,44.8,1
351328,58,Female,43,3,18,3,12,101.9,1
829646,62,Female,26,3,39,4,1,35.6,0
442593,35,Male,44,6,1,0,18,97.3,0
421629,64,Female,2,1,18,1,15,64.5,0
776227,53,Male,20,6,0,0,4,90.8,1
118506,64,Female,15,12,26,0,13,34.7,1
757559,39,Male,52,12,44,0,18,112.9,1
844690,51,Male,4,1,48,3,4,99.1,0
234216,64,Female,22,12,34,3,8,42.6,1
787949,25,Female,50,3,40,3,11,49.7,1
764814,57,Female,38,1,4,2,15,88.0,1
562233,66,Female,23,1,37,3,18,112.9,1
806131,61,Female,59,1,3,2,14,70.1,1
600394,36,Male,26,3,16,1,16,73.7,1
327622,59,Female,51,12,20,1,14,51.4,1
177617,58,Female,11,6,47,1,2,64.5,0
862567,54,Male,28,12,30,1,16,55.7,1
414800,23,Female,56,6,47,1,12,61.6,1
691599,69,Female,2,1,21,3,8,31.9,1
393436,43,Male,59,6,10,4,12,33.7,0
789093,51,Female,8,12,33,3,15,91.3,1
117721,62,Female,29,3,48,4,18,91.4,1
899694,23,Female,11,12,14,3,13,59.7,0
760758,54,Male,37,3,49,1,7,109.7,1
509042,50,Female,18,3,9,0,18,54.0,0
146482,39,Male,55,3,37,4,2,65.6,1
165961,38,Female,50,6,31,0,17,95.8,1
192340,23,Male,14,1,47,1,15,96.9,0
405381,23,Female,54,1,30,4,13,107.5,1
245647,65,Male,10,1,36,0,15,32.6,1
504095,21,Male,35,3,43,3,16,46.5,1
289369,47,Male,9,6,27,1,19,87.7,0
823462,28,Male,35,6,30,3,10,60.4,1
767406,47,Male,11,6,5,3,12,33.9,0
840713,48,Male,44,12,13,1,10,82.8,0
432281,41,Female,12,6,22,4,3,65.4,0
716470,26,Female,3,6,15,2,13,62.8,1
853051,20,Male,53,6,24,2,4,53.8,1
686040,68,Male,39,1,38,1,3,30.5,1
841114,48,Male,14,3,1,2,0,46.4,0
179443,57,Male,56,12,37,0,13,72.7,1
158008,54,Female,28,1,40,4,6,54.8,0
221446,53,Male,11,6,38,3,9,108.7,1
141147,41,Female,39,3,33,3,1,42.9,0
973885,48,Female,25,3,39,1,9,108.8,1
712479,23,Male,21,3,42,3,2,66.4,1
523808,19,Male,10,3,24,0,7,54.8,1
458679,37,Female,43,6,35,0,9,57.4,1
823605,45,Female,15,12,15,1,7,59.7,1
351659,28,Male,19,6,17,3,13,75.6,1
614405,21,Male,48,3,12,2,17,61.8,1
226263,32,Male,22,6,36,2,8,88.2,1
228629,23,Female,21,3,26,4,8,68.3,1
388949,66,Female,60,6,33,1,3,90.4,0
401250,47,Male,52,12,10,4,2,84.4,0
826068,55,Female,44,3,0,2,13,52.0,0
417665,68,Female,32,6,12,2,13,103.1,1
536512,19,Male,50,1,29,2,15,101.9,0
498773,32,Male,23,12,4,4,4,119.0,0
910106,28,Female,13,1,17,1,19,45.8,1
684342,25,Female,5,6,13,0,14,106.3,1
384035,43,Male,4,12,12,0,8,108.5,1
885973,68,Male,28,12,31,2,6,87.8,1
577148,62,Male,14,12,6,1,12,75.6,1
703453,61,Male,8,6,7,1,7,116.2,0
874086,22,Male,9,12,49,3,11,117.5,0
273244,23,Female,57,12,6,3,3,87.8,0
729990,43,Female,51,1,48,4,15,62.4,1
689774,21,Female,35,6,15,3,5,103.5,0
849150,36,Female,37,3,42,4,4,38.0,1
387867,37,Male,21,6,30,0,0,56.2,1
248062,50,Male,58,6,26,2,13,118.7,0
841141,37,Male,18,12,32,1,8,103.3,1
744456,66,Female,33,1,28,0,17,114.6,1
354369,29,Female,8,1,7,0,5,83.5,0
876395,64,Female,51,6,32,4,14,66.7,1
631979,18,Male,49,3,40,2,15,118.2,1
792312,43,Female,17,6,18,4,7,57.8,1
952858,31,Male,43,3,20,0,18,98.2,1
735844,55,Male,31,3,40,1,4,80.2,1
804007,54,Male,34,6,20,3,13,50.6,1
743500,28,Male,6,12,24,4,6,31.6,1
770040,53,Male,22,12,41,0,3,64.5,1
398944,30,Male,14,3,22,3,0,79.3,1
798791,60,Female,3,1,10,3,3,46.5,0
905607,20,Male,12,12,32,0,13,67.3,1
661883,50,Male,36,12,19,2,15,85.4,0
836895,23,Female,12,3,24,0,6,94.3,1
613086,67,Male,45,3,25,1,9,34.7,1
720673,27,Female,2,3,39,3,9,89.8,1
609887,22,Female,2,12,11,1,3,35.1,0
941582,40,Female,15,12,31,4,11,32.5,0
530832,27,Male,23,1,32,3,5,43.7,0
894691,61,Male,29,1,9,2,12,88.8,1
142678,19,Female,17,6,3,0,0,34.8,1
359022,30,Male,32,3,14,4,7,31.9,1
757617,57,Male,7,12,5,1,15,40.6,0
700957,19,Female,30,1,26,4,4,115.5,0
105151,37,Female,28,3,4,2,6,111.7,0
855117,18,Male,14,3,4,0,2,37.8,0
622628,54,Female,44,6,17,4,1,57.4,1
327151,26,Female,30,3,27,1,1,115.3,1
926792,34,Female,17,1,34,4,19,38.8,1
904465,26,Male,32,6,21,0,9,38.5,1
440905,28,Male,46,12,33,4,19,37.7,1
752077,32,Male,6,6,3,1,8,117.9,0
583024,41,Female,51,3,17,0,17,96.9,1
970321,55,Male,24,3,40,2,5,49.3,1
467710,52,Female,6,1,25,2,19,34.1,0
986203,47,Male,27,3,41,3,5,116.9,0
828475,48,Male,18,12,21,4,9,68.3,0
850363,66,Female,24,1,46,1,8,83.9,1
493055,22,Male,37,3,32,4,8,55.1,1
566123,61,Female,56,12,42,0,2,98.3,1
830617,67,Male,24,1,13,3,11,47.7,0
546012,31,Male,38,3,30,1,10,100.8,0
250246,28,Female,34,12,9,4,13,50.8,0
970932,26,Female,40,12,23,1,18,38.8,1
110848,51,Female,47,6,20,0,9,73.1,1
738786,29,Male,15,1,47,3,18,103.2,1
802387,52,Male,11,6,7,1,4,64.6,0
366929,52,Male,22,12,31,0,8,32.6,1
292376,18,Female,54,6,30,2,0,79.8,0
122599,57,Female,24,6,33,1,14,91.2,0
826627,39,Female,1,6,22,3,3,96.7,1
143191,46,Male,18,1,24,1,6,66.2,1
193021,25,Male,44,3,6,1,5,38.7,0
854190,28,Female,12,6,18,0,14,82.6,0
866498,58,Male,57,3,6,4,5,59.7,0
525916,54,Female,43,1,46,4,6,115.2,1
719245,31,Male,28,3,7,1,19,75.2,0
216448,47,Male,40,1,13,3,2,72.5,1
803253,52,Female,60,3,0,3,12,57.8,1
355652,38,Male,7,1,12,0,1,60.5,1
510812,54,Male,23,12,2,1,2,76.1,0
623802,22,Female,21,1,27,1,12,57.6,1
876856,36,Female,34,3,37,4,8,110.3,1
495246,31,Male,11,6,14,0,18,69.5,1
